Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,81088443208,86111491362,99134713538,99431143519,1.1065E+11,1.19515E+11,1.31054E+11,1.34201E+11,1.44565E+11,1.61889E+11,1.75981E+11,1.96479E+11,2.20919E+11,2.89242E+11,3.75714E+11,3.94337E+11,4.38516E+11,4.82787E+11,5.47492E+11,6.51326E+11,7.72599E+11,8.89643E+11,8.32712E+11,7.39742E+11,7.2972E+11,7.50283E+11,7.6385E+11,8.03677E+11,9.17612E+11,1.00287E+12,1.16634E+12,1.43555E+12,1.35365E+12,1.55992E+12,1.79148E+12,1.91001E+12,2.05572E+12,2.25025E+12,2.26707E+12,2.04753E+12,2.26208E+12,2.20458E+12,1.97656E+12,2.0365E+12,2.3504E+12,2.84475E+12,3.33584E+12,3.93535E+12,4.57717E+12,4.30172E+12,5.33558E+12,6.06238E+12,6.11386E+12,6.26608E+12,6.23385E+12,5.29832E+12,
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,1.26014E+11,1.3701E+11,1.5109E+11,1.52844E+11,1.58651E+11,1.63318E+11,1.70923E+11,1.52873E+11,1.55118E+11,1.4684E+11,1.58931E+11,1.75765E+11,1.86251E+11,1.87239E+11,1.89724E+11,2.15632E+11,2.0803E+11,2.25087E+11,2.52099E+11,2.92867E+11,3.46657E+11,4.04473E+11,4.93872E+11,6.07887E+11,6.0669E+11,6.78321E+11,7.68609E+11,8.10412E+11,8.58216E+11,9.24689E+11,9.11204E+11,
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91502214600,90172509530,96260953992,98921961178,86906560701,86546396133,73030092399,84192971615,93853244178,97019977901,98079756510,98205827615,1.13343E+11,1.02348E+11,1.10546E+11,1.21417E+11,1.38411E+11,1.59882E+11,1.77365E+11,2.11516E+11,2.54747E+11,2.67296E+11,2.89212E+11,3.25849E+11,3.4997E+11,3.7843E+11,4.06539E+11,3.92904E+11,
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,90099360.77,104889791.1,124940289.4,165928864.1,193980464.9,246389070.1,272489336.9,303493119.6,436912068,503173104.7,534699256.8,511647837.1,522096760.5,524023708.3,502620920.7,529073612.5,779357947,1052849231,1161757671,1119983801,1421508875,1484160644,1631176647,1673085618,1948128911,2428524712,2504012993,2298390595,2479698576,2664105901,2483890594,2491800559,2688617885,3070803439,3454374270,3659320087,4000101033,4601430549,5081479840,4504376590,5082338965,5739705822,5487773452,,,,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1409873950,1444327731,1434156379,1240672269,1309747899,1698319328,1751470588,1859465021,1801344538,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,12995278049,13905482178,15091913884,15724685803,15625169875,16330814180,15746229582,16536535647,18881765437,20662525941,24406252457,28279814925,32350248411,40713812310,42066217872,56725745039,65292741297,68434399083,74294206491,80028186275,82316172384,
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,92896093034,99003163732,1.01802E+11,1.13287E+11,1.2806E+11,1.37624E+11,1.24302E+11,1.3266E+11,1.42337E+11,1.58783E+11,1.74721E+11,1.81829E+11,1.93125E+11,2.30582E+11,2.95623E+11,3.27793E+11,3.55323E+11,4.07126E+11,4.57494E+11,5.1975E+11,6.4788E+11,6.84629E+11,6.88202E+11,6.73249E+11,6.68621E+11,7.02785E+11,7.29616E+11,8.03462E+11,8.42971E+11,8.56389E+11,9.18521E+11,8.84196E+11,9.29545E+11,9.30297E+11,1.01258E+12,1.137E+12,1.24703E+12,1.28815E+12,1.16514E+12,1.2664E+12,1.33727E+12,1.35267E+12,1.45004E+12,1.66069E+12,1.89721E+12,2.17933E+12,2.58124E+12,3.17385E+12,3.53176E+12,3.63038E+12,4.60154E+12,5.12098E+12,5.35744E+12,5.57235E+12,5.86431E+12,5.82036E+12,
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,3.19914E+11,3.08653E+11,3.21936E+11,3.43634E+11,3.87559E+11,4.27477E+11,4.41606E+11,4.5508E+11,4.81079E+11,5.36972E+11,5.88582E+11,6.34259E+11,7.09055E+11,8.9687E+11,1.1471E+12,1.26899E+12,1.37604E+12,1.54754E+12,1.68113E+12,2.00097E+12,2.34227E+12,2.52234E+12,2.50438E+12,2.4622E+12,2.49998E+12,2.63579E+12,2.75366E+12,2.83346E+12,3.06895E+12,3.26191E+12,3.67122E+12,3.92358E+12,3.87766E+12,4.12353E+12,4.47206E+12,4.99531E+12,5.44681E+12,5.76176E+12,5.5788E+12,5.44898E+12,5.94889E+12,6.00824E+12,6.12495E+12,6.91951E+12,8.20598E+12,9.77445E+12,1.16108E+13,1.44042E+13,1.72817E+13,1.68676E+13,2.06141E+13,2.42832E+13,2.58202E+13,2.73225E+13,2.8142E+13,2.65451E+13,
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,34579308.41,35699286.01,41859162.82,47039059.22,51938961.22,54878902.42,56698866.02,59260814.78,61444771.1,65966680.67,68738625.23,76482102.91,80915831.92,121181556.2,150846210.4,149560513.9,147654093.8,193307267.7,266559337.6,290142517.8,431561376.5,434188034.2,326947872.5,355443856,302989222.5,247678018.6,290590809.6,369351669.9,429733890.5,451443169.3,544583156.2,608771230.9,720546984.6,721608470.8,755041117.5,859088528,815946782,859809027.8,819420074.9,801538587.4,771261707.8,706400239.3,656752929.1,969167237.3,1234215385,1368352570,1428852972,1597476793,1630672203,1711412960,2187482926,2523309140,2384043849,2218102350,2181300506,,
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1.70372E+11,1.57325E+11,1.65049E+11,1.78309E+11,1.96816E+11,2.1995E+11,2.44015E+11,2.4632E+11,2.51637E+11,2.81023E+11,3.19484E+11,3.55671E+11,4.07817E+11,5.18286E+11,6.10382E+11,6.71016E+11,7.3232E+11,8.50097E+11,8.88314E+11,1.06074E+12,1.20226E+12,1.27413E+12,1.30507E+12,1.2075E+12,1.27179E+12,1.35786E+12,1.44474E+12,1.52346E+12,1.67841E+12,1.90222E+12,2.02188E+12,2.2244E+12,2.07322E+12,2.14924E+12,2.46031E+12,3.02221E+12,3.31406E+12,3.46927E+12,3.34064E+12,3.08558E+12,3.39543E+12,3.50815E+12,3.7148E+12,4.23721E+12,5.08921E+12,6.13856E+12,7.40751E+12,9.33124E+12,1.15978E+13,1.11979E+13,1.34404E+13,1.63835E+13,1.7487E+13,1.88234E+13,1.94961E+13,1.81398E+13,
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7870782261,8385109020,10120274493,11240360898,10972878636,11539211480,12252498921,14278357284,18802576988,22649930576,26125575942,30216060233,39738180077,47850551149,37440673478,37132564255,43505562065,42852204396,46418255975,48353937110,41243983587,
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,703925705.9,704145671.4,741509480.8,791140595.8,903158753.9,921600736.3,968440149.5,974721762.5,1066447131,1234878981,1524197338,1587982584,1988356063,2728805216,3328712096,3265660305,3579594984,3961996736,4933558345,5768385938,6294122224,5283955997,4812039555,4730381933,4640690519,4785790611,6990250858,8700076499,9847344377,10495080569,13361108522,14464630124,16225873777,16651231110,18508451170,21803347564,21703979153,19526405503,20409248166,22343344130,21375345495,21052080537,23308582722,29206884876,34343804321,36977365999,41913561661,50323159047,55144865973,50386496249,52351655629,58697386711,55986712368,61794506556,64873963098,57793612066,
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5785037079,5966697295,6522759497,7172336471,7530139323,7934770568,8347312514,9537868349,11734856721,14359465331,16903250778,21410923000,30847189167,35542093261,26144610787,23743309486,28385281828,28023276372,30221574615,31286809075,27035266718,
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,1021654718,1016585687,1182693473,1222072821,1376075268,1786734514,2087122776,2478807841,2990180516,3464924728,4581209814,5280184999,5868533724,6560637943,6628525683,6674545910,6186449842,5916920007,6101794939,6811252879,7322690268,8194995761,10585562564,12092284455,14789661809,18340472131,20917457388,21475520709,28123640999,36709847597,43028648669,51548871616,55522993327,46177532874,
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2037154689,2025693487,2379611063,2657252509,2798345226,2948325264,2876395613,3046339295,3271415868,3651615453,3956328426,4356633663,5074117545,6242177798,7675408486,8984824183,9584323309,11049896742,13236854105,15912133569,21728770055,17788171722,17692341358,16251460689,14824728528,14991283216,19462175322,21765208967,25705139619,26314313191,30179962098,32285388165,33711069431,31655473664,35604137423,39030285468,43161452678,39147844526,41806219379,41632027600,38857251336,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041539006,92507257784,92897320376,93216746662,1.0137E+11,98266306615,1.07235E+11,1.10009E+11,1.0036E+11,
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,293073868,327651488,402460333.2,523552815.1,563939670.7,711922994.2,735339911.9,811250927.4,1000535735,1209898293,1378130996,1205166026,1143229072,1092551781,1037314956,1082851077,1515209588,1839095595,2000674667,2010116851,2481316054,2480497548,2737066956,2574439973,2720297739,3130270919,3137848783,2840182192,2934578789,2906009308,2647883820,2671401083,2905973022,3588988601,4110348444,4280072626,4663488363,5974371696,6919241412,5557245122,5350674803,6074884389,,,,,
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3592856080,3083333333,2320435308,2371711383,1702292856,1752975841,1695130457,1930071407,1639497207,1170785048,1288420223,1480656884,1661818168,1980901554,2598231467,2988338439,3408272498,4401154128,6054806101,5439422031,5811604052,7015206498,7284686576,7985349731,7983271111,6551161404,
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,673081724.1,699161943.9,739286906.9,759345863,802482182.9,833563472.2,900264583.7,956436931.1,1031669636,1056391055,1111859570,1199507630,1341590682,1653062347,1917508190,2283049233,2181844194,2358930406,2669755116,3463565881,4042139901,3594868208,3526198070,3511573992,2939485472,2857889712,3258288891,2565634382,2442507588,2498059015,3081479800,2653141959,3024459564,3370842211,2977040722,3159901232,3995028593,3545776697,3738704468,3717515283,3877673539,4529575348,4397254608,5474030080,4363934494,5039293031,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10613473833,11011062173,9980522718,
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,42463576.16,44781456.95,47935843.79,57829787.23,109503546.1,127154929.6,141902097.9,141268980.5,168610478.4,189535398.2,215089005.2,244468292.7,284853358.6,322326642.3,355884383.1,398988955,450382328,508223602.4,540096397.6,589239753.6,624337145.3,884276168.3,910864148.4,1043403344,1202240023,1119806500,1474698125,1745998938,2117773602,2166330188,2323401758,2449576517,2514041557,2795200010,3063899508,3142812004,
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,32007816055,35705305919,39812437286,46604996687,56734515183,76484143556,1.39343E+11,1.5305E+11,1.91083E+11,2.21311E+11,2.35404E+11,3.07799E+11,3.99383E+11,4.12874E+11,4.10557E+11,4.16803E+11,4.22815E+11,4.28922E+11,4.38184E+11,4.05783E+11,4.02709E+11,4.1547E+11,5.43762E+11,5.44569E+11,5.92598E+11,5.96418E+11,6.20987E+11,7.07678E+11,8.01423E+11,8.31542E+11,8.08216E+11,8.66022E+11,9.65694E+11,9.69155E+11,9.65431E+11,1.08745E+12,1.26431E+12,1.52338E+12,1.78328E+12,2.11516E+12,2.64229E+12,2.3561E+12,2.74264E+12,3.2875E+12,3.558E+12,3.5839E+12,3.52699E+12,3.1136E+12,
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,13056164925,14153954349,15221053213,16936337668,20070134741,21829715344,24337233447,26556372081,29363632834,32515754314,35541711470,39200879416,45178119327,55271303176,71976542927,88003982689,89023916067,81825780564,1.02517E+11,1.3454E+11,1.94357E+11,2.50083E+11,1.73721E+11,1.48867E+11,1.75632E+11,1.84473E+11,1.2944E+11,1.40264E+11,1.83144E+11,2.22977E+11,2.6271E+11,3.14454E+11,3.63609E+11,5.03963E+11,5.27319E+11,3.43793E+11,3.97404E+11,4.80555E+11,5.0201E+11,5.7946E+11,6.83648E+11,7.24704E+11,7.41559E+11,7.13284E+11,7.70268E+11,8.66346E+11,9.65281E+11,1.04347E+12,1.10128E+12,8.94949E+11,1.05113E+12,1.17119E+12,1.1866E+12,1.26183E+12,1.29785E+12,1.14433E+12,
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,106289109.3,108702068,107978893.1,110937729.4,115152142.7,124735071.9,126887585.5,131106365.5,137744500,143656582.8,150071644.8,152793449.1,152130186,163803078.3,172861423.4,184439555.5,190180248.3,186716625.8,,
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,3.09157E+11,2.9751E+11,3.10332E+11,3.31291E+11,3.74335E+11,4.12642E+11,4.25602E+11,4.38339E+11,4.64143E+11,5.18839E+11,5.68923E+11,6.13034E+11,6.85497E+11,8.68967E+11,1.11371E+12,1.23007E+12,1.33586E+12,1.50301E+12,1.63204E+12,1.94368E+12,2.27827E+12,2.45755E+12,2.43785E+12,2.39757E+12,2.43693E+12,2.56909E+12,2.6789E+12,2.75463E+12,2.98452E+12,3.17811E+12,3.58061E+12,3.82967E+12,3.79441E+12,4.04021E+12,4.39985E+12,4.91237E+12,5.35459E+12,5.66617E+12,5.48266E+12,5.35299E+12,5.83877E+12,5.90754E+12,6.01675E+12,6.80038E+12,8.06967E+12,9.61651E+12,1.14343E+13,1.41928E+13,1.70272E+13,1.66015E+13,2.03246E+13,2.39561E+13,2.54692E+13,2.69434E+13,2.77353E+13,2.61521E+13,
"Macedonia, FYR",MKD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4471828622,4694744898,2316618543,2550195043,3381270208,4449375346,4422160018,3735312143,3571043103,3673288264,3772851420,3709637830,4018365247,4946292775,5682719260,6258600714,6861222332,8336478142,9909548411,9401731496,9407168702,10494632699,9745251126,10817712139,11318966947,10086021261,
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,275494477.8,343771973.3,339913866.6,359772315.1,430096741.9,486617279.4,563683703.2,538747340.8,830710613.9,939228016.2,1049838550,1222702572,1595422954,1759691183,1538972427,1333754226,1297765326,1232932105,1392196049,1852163456,2090629984,2169040605,2181821906,2681912149,2724131545,2830673389,2818280876,2081846483,2706425298,2780422212,2697105694,2920358587,3439463140,2954129566,3465305993,3889758024,4703504466,5444474268,6245031690,6899799786,8145694632,9750822511,10181021770,10678749467,12978107561,12442747897,13245777670,14388384093,13100263697,
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,250728829.1,264578308.9,295106775,345616069.5,376081181.8,474618292.7,527936892.8,625563347.4,793673674.5,1001288245,1250199056,1243509858,1234474742,1165730173,1101807301,1117797225,1435038037,1751293216,2019503791,2118655300,2547330284,2750215016,3021944632,2709194766,2998504392,3599683395,3671827861,3633464750,3809619584,3907947937,3957418083,3917620728,4296164768,5119621569,5643525282,5990648162,6365500032,7466219569,8554293727,8099400961,8163355021,9302635890,8882509104,9642848650,,,
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74690222131,58652652371,64330041773,64865515159,
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91647E+11,2.99085E+11,3.41064E+11,3.95487E+11,4.0621E+11,4.12296E+11,4.36038E+11,4.5182E+11,4.67521E+11,4.53839E+11,5.11962E+11,5.8634E+11,6.91546E+11,8.03411E+11,9.9402E+11,1.22931E+12,1.18326E+12,1.36294E+12,1.57572E+12,1.70878E+12,1.65859E+12,1.55994E+12,,
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984279598.3,1159891557,1284504508,1707662613,2073255525,2257118341,2696020575,3668857104,4519731947,4141382328,4139192053,4538199889,4087725813,4464497584,4587741791,3992640233,
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,2310099100,2552401933,2725736633,2098734600,2186505475,2896178867,3020611600,3204461567,3576966800,2560785660,2379018326,1317611864,768401665.8,925817089.5,1452165053,1345719435,1180934217,1124440238,1057408608,1136896162,1267997923,1396555772,1595297301,1992066759,2523471602,3414055663,4234999703,5623216610,4583850368,7189482030,10409797336,12292770631,12582122604,12226514715,11757940909,
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,3526259828,3532146141,3615064966,3237772708,3372771557,4458235939,5243440030,2353864265,2093393433,2314103710,2512109517,3263761938,2291175765,2394823062,2460670288,2521738760,3523842275,4227273069,4873242526,5302532113,5016469069,4766928747,5031510909,5597367853,6831808930,7723846195,8312078525,9366742309,11494837053,10911698208,10154238250,13131168012,14534278446,16018848991,16945889410,14688606238,
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,92609222.69,107726181.2,111148585.6,113797356.8,151897168.1,172767213.3,180340653.8,191221777.8,210695183.8,199643444.6,209348253.6,227051055,265009395.1,333731874.4,414772351.9,475916514.7,524407931.9,540635389.6,544424605.1,644070364.9,709041452.2,747994681.9,750214410.7,788371855.9,726937320.8,683193885,802890746.9,909820553.4,957377507.5,981529400.5,1019600771,1443688870,1464392416,1249944999,1315932645,1415296704,1442598431,1401946853,1375115534,1405662879,1293654175,1295539448,1324426607,1563074860,1833444740,2184444849,3040716679,3356757497,4031047704,3662281668,4337791531,5166340391,5231255478,5645739652,5442297174,,
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,706988629.2,827093625,1019634983,1216227813,1136544236,1147187568,1082934399,1094857358,1044926101,1080643200,1469050660,1888752211,2143480500,2191101650,2653485952,2856889160,3224265821,3263363787,3558143644,4040342060,4421952123,4187375887,4169672975,4291171396,4582562399,4536544700,4767303154,5609836355,6385691317,6283796155,6731529168,7792052680,9641089805,8834661043,9718233911,11252386261,11445657238,11931866299,12612959480,11510952257,
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,162960130.5,174580139.8,183120146.6,190820152.8,194740155.9,229460183.7,260400208.5,269812781.8,245160098.1,265800106.4,290520116.3,365389567.2,406084197.4,444302221.3,548618789.9,613196872.6,670309253,806265763.8,948983308.8,1058297676,1237662067,1237686961,1180094061,1223225019,1208026080,1131349992,1183671788,1183071363,1379923808,1590201656,1880784192,2203536031,1799529357,2070647127,1181801920,1397454122,2281039098,2663238983,1750585204,1775920040,1743506287,1716502070,3495597587,3209167240,3476333639,3655892942,3998020177,4432937046,5321012192,6191127665,6959655571,8004000737,6028487929,5518880769,6047813437,6565382259,
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1916216984,1901843724,2001476553,2510093983,2674406487,2956337736,3143518015,3188924749,3330371627,3664552124,3864171035,4244340366,5043268360,7662996739,9496074263,9298801248,11050125953,13139398433,16358376619,21213671797,24488034455,25004556696,26804400616,30346788049,33943505215,31200160592,27734563526,32181696599,35271881263,38848566521,44024177915,49142784405,59167157498,66894448545,74477975918,88704944179,1.00855E+11,1.00005E+11,72167753771,79148947368,93789736842,92783947368,1.00845E+11,1.10202E+11,1.2475E+11,1.43534E+11,1.62691E+11,1.93548E+11,2.30814E+11,2.02258E+11,2.55017E+11,2.97952E+11,3.14443E+11,3.23343E+11,3.38104E+11,2.96218E+11,
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,5.84478E+11,6.04157E+11,6.47173E+11,6.83354E+11,7.34791E+11,7.97724E+11,8.75493E+11,9.26624E+11,1.01341E+12,1.09795E+12,1.16397E+12,1.26725E+12,1.39577E+12,1.56014E+12,1.70955E+12,1.8631E+12,2.08455E+12,2.29801E+12,2.57568E+12,2.87573E+12,3.13697E+12,3.51791E+12,3.65928E+12,3.97957E+12,4.39705E+12,4.71253E+12,4.96877E+12,5.30283E+12,5.7614E+12,6.22425E+12,6.57511E+12,6.78601E+12,7.13337E+12,7.45771E+12,7.88876E+12,8.27012E+12,8.73144E+12,9.26427E+12,9.72411E+12,1.034E+13,1.10306E+13,1.13619E+13,1.17394E+13,1.24072E+13,1.33026E+13,1.4268E+13,1.51767E+13,1.59485E+13,1.62738E+13,1.57957E+13,1.65835E+13,1.73122E+13,1.79851E+13,1.85062E+13,1.91376E+13,1.95034E+13,
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,2434779478,2259233333,2128058580,2308102954,1960596973,1615794946,1816728871,2310417135,2506590439,2547362838,2804357081,3012742078,3448326858,3218475900,3636645995,3942478206,3945340776,4102648720,3826527631,3818954448,3908661518,3546783708,3361251198,4931312147,6606858786,7261333795,7978734402,8740865600,8486721917,8876191121,11282192605,12409629836,13016152024,12720433346,12838336840,11546088223,
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,159594493.5,164206537.6,180036768.9,215507164,263108834.5,358815681.9,413634335.3,505892512.9,542294864.8,637400199.1,816647865.8,798310509.6,837616756.5,846007597.7,1047225130,1182457143,972563810.2,904619629.8,823832940.5,796018978.5,854823821.7,1201262518,1488113532,2072735787,2185072798,2529310104,2653781596,2923764926,3070161471,3038727617,3628440275,3606968434,3291489841,3158806480,3056999988,2682347064,,,,,,,,,,,,,,,,
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,449526872.6,485785231.7,531736599.9,586294879.5,582816396.2,673383510.2,702296079.9,665586872.8,641214226.8,625867984.4,649916621.2,693573704.4,742779659.5,946385105,1026137112,1048690932,1064517600,1291458044,1774365588,2109277663,2508524716,2170893418,2017612218,1803099561,1461243327,1440581653,1904097001,2233006102,2280356194,2179567111,2480673305,2327986216,2344987614,1606581744,1563207225,1880803362,1987770899,1845599608,2076737357,2018193703,1798374468,1945327565,2170481509,2731416346,3052898739,3405134832,3646728060,4291363391,5403363917,5397121856,5718589799,6409169890,6942209595,7667951988,8245312137,7142951342,
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,4196174329,4467287710,4909398975,5165590042,5552931091,5874422512,6366792664,5203135937,5200895982,6634187316,12545849083,9181769912,12274416018,15162871287,24846641318,27778934625,36308883249,36035407725,36527862209,47259911894,64201788123,61076493506,51397461686,35451565749,28500815241,28873977228,20721499308,24093203445,23272161397,24231168859,30757075595,27392886873,29300921681,15789003753,18086400536,28546958641,34987951375,35822342618,32004613750,35870792988,46385996029,44138014092,59116868251,67655840108,87845403978,1.12248E+11,1.4543E+11,1.66451E+11,2.08065E+11,1.69481E+11,3.69062E+11,4.11744E+11,4.60954E+11,5.14966E+11,5.68499E+11,4.81066E+11,
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,227223322.1,244144236.7,269283803.7,297324163.1,347119918.2,564290020.4,607140010.5,657140010.7,692859984.6,750000002.9,778569938.8,828569953.5,878570045.5,1092900015,1521400012,1581599959,1836899999,2226999874,2127699979,1567599982,2144300006,2474700227,2454499872,2753100058,3117599872,2683699935,2885799994,3851200118,2630900096,1013184756,1009455476,1488804124,1792800000,1756454248,3863185119,4140470000,4308351903,4389965591,4635267225,4855717875,5107329007,5323146566,5224213018,5322454926,5795568205,6321335612,6786294637,7458103362,8491388729,8380731880,8741313140,9755619760,10438842116,10874735111,11790221756,12692562187,
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,12276734172,13493833740,14647057370,15891241386,18699380731,21000586933,22867203317,25087562181,27817605743,31503868835,37677621538,44010160464,54008338918,70924006306,86129928027,98970041042,1.07775E+11,1.25396E+11,1.5387E+11,1.77376E+11,1.92661E+11,1.62039E+11,1.56457E+11,1.51487E+11,1.42076E+11,1.4201E+11,1.98298E+11,2.41919E+11,2.58568E+11,2.5504E+11,3.14268E+11,3.2332E+11,3.5833E+11,3.49038E+11,3.74291E+11,4.46529E+11,4.45705E+11,4.12199E+11,4.32476E+11,4.41975E+11,4.12807E+11,4.26574E+11,4.65369E+11,5.71863E+11,6.50533E+11,6.78534E+11,7.26649E+11,8.3942E+11,9.36228E+11,8.57933E+11,8.3644E+11,8.93702E+11,8.28947E+11,8.64169E+11,8.79319E+11,7.52547E+11,
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,5163271598,5632460937,6066976683,6510239503,7159202706,8058681060,8696460205,9514496703,10159934137,11063065083,12814123115,14583114840,17358610850,22534253703,27145693810,32877805200,35942270686,41508030431,46523091010,53132244624,64439382896,63596654761,62647195538,61627240831,62057955033,65416879914,78693253276,94230055659,1.019E+11,1.02634E+11,1.19792E+11,1.21872E+11,1.30838E+11,1.20579E+11,1.27131E+11,1.52027E+11,1.63518E+11,1.61354E+11,1.54165E+11,1.62286E+11,1.71316E+11,1.74003E+11,1.95418E+11,2.28752E+11,2.64357E+11,3.08722E+11,3.45425E+11,4.00884E+11,4.61947E+11,3.86384E+11,4.28525E+11,4.98157E+11,5.09705E+11,5.22746E+11,5.00519E+11,3.88315E+11,
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,508334416.8,531959564.6,574091104.4,496948970.4,496098775.3,735267086.3,906811948.8,841974030.1,772230299.8,788641965.4,865975308.6,882765471.6,1024098805,972103599.7,1217953571,1575789285,1452789371,1382400000,1604162508,1851250008,1945916583,2275583317,2395425210,2447174839,2581215830,2619913976,2850780937,2957252079,3487009700,3525228046,3627559252,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007061224,6050875807,6330476435,7273933993,8130258976,9043715356,10325618017,12545438605,12854985464,16002656434,18913574371,18851513891,19271168018,19769642123,20880545907,
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
