School ID,NAME_OF_SCHOOL,"Elementary, Middle, or High School",Street Address,City,State,ZIP Code,Phone Number,Link ,Network Manager,Collaborative Name,Adequate Yearly Progress Made? ,Track Schedule,CPS Performance Policy Status,CPS Performance Policy Level,HEALTHY_SCHOOL_CERTIFIED,Safety Icon ,SAFETY_SCORE,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,AVERAGE_STUDENT_ATTENDANCE,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,COLLEGE_ENROLLMENT,General Services Route ,Freshman on Track Rate %,X_COORDINATE,Y_COORDINATE,Latitude,Longitude,COMMUNITY_AREA_NUMBER,COMMUNITY_AREA_NAME,Ward,Police District,Location
610201,Ole A Thorp Elementary Scholastic Academy,ES,6024 W Warwick Ave ,Chicago,IL,60634,(773) 534-3640,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610201.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,70,Strong,61,Average,47,Average,40,Average,47,Average,57,Average,50,Average,50,96.40%,25.8,95.80%,100.00%,80.6,62.3,62.3,65,56.8,55.9,73.9,66.5,64.8,61.5,46.8,58.5,48.8,38.7,0.8,-0.5,Green,Yellow,33.7,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,834,30,NDA,1135416.207,1924349.243,41.94859865,-87.77764028,17,DUNNING,38,16,"(41.94859865, -87.77764028)"
610300,Oliver S Westcott Elementary School,ES,409 W 80th St ,Chicago,IL,60620,(773) 535-3090,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610300.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,30,Average,41,Average,48,Average,54,Average,47,Average,47,Weak,46,Average,48,92.60%,31.5,94.80%,100.00%,NDA,14.7,36.4,27.9,50.4,48.5,27.9,31.3,43.5,51.5,6,20,7,6,0.3,0.5,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,413,45,NDA,1174868.475,1851842.144,41.74884018,-87.63478949,44,CHATHAM,21,6,"(41.74884018, -87.63478949)"
609997,Oliver Wendell Holmes Elementary School,ES,955 W Garfield Blvd ,Chicago,IL,60621,(773) 535-9025,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609997.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,21,NDA,NDA,Weak,23,Average,41,NDA,NDA,NDA,NDA,Average,48,Average,48,87.00%,139.8,92.40%,97.90%,40,30.5,17.7,8,28.8,33.1,20.8,8.8,41.8,20.2,3.1,9.4,5,3,-0.8,-2.3,Red,Red,9.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,334,45,NDA,1170648.336,1868177.891,41.79376044,-87.64977785,68,ENGLEWOOD,16,7,"(41.79376044, -87.64977785)"
610105,Oriole Park Elementary School,ES,5424 N Oketo Ave ,Chicago,IL,60656,(773) 534-1201,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610105.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Very Strong,99,NDA,NDA,Very Strong,88,Strong,71,NDA,NDA,NDA,NDA,Strong,60,Weak,46,96.50%,2.3,95.50%,98.40%,84.4,NDA,86,78.1,59.6,77.5,91.4,85.1,81.1,67,69.6,72.9,75.1,54.7,1.1,-0.2,Green,Yellow,87.1,53.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,648,30,NDA,1125978.285,1935191.982,41.97851501,-87.81209057,10,NORWOOD PARK,41,16,"(41.97851501, -87.81209057)"
610329,Orozco Fine Arts & Sciences Elementary School,ES,1940 W 18th St ,Chicago,IL,60608,(773) 534-7215,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610329.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,55,NDA,NDA,Weak,34,Average,44,NDA,NDA,NDA,NDA,Average,50,Average,53,97.60%,1.4,96.40%,100.00%,92.9,78.6,82.8,67,73.9,77,50.1,45,51,52,18.8,33.8,30.2,17.4,-0.6,-0.1,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,636,39,NDA,1163539.274,1891453.147,41.85778248,-87.67519253,31,LOWER WEST SIDE,25,12,"(41.85778248, -87.67519253)"
610389,Orr Academy High School,HS,730 N Pulaski Rd ,Chicago,IL,60624,(773) 534-6500,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610389.pdf,AUSL Schools,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,66.30%,10.2,95.00%,99.60%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.7,12,13.6,13.3,1.6,15.1,1.5,5.8,NDA,51.9,831,34,59.5,1149548.53,1904711.708,41.89444828,-87.72620305,23,HUMBOLDT PARK,28,11,"(41.89444828, -87.72620305)"
609811,Orville T Bright Elementary School,ES,10740 S Calhoun Ave ,Chicago,IL,60617,(773) 535-6215,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609811.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Very Weak,18,NDA,NDA,Weak,28,Weak,27,NDA,NDA,NDA,NDA,Weak,41,Weak,42,92.20%,55.7,95.30%,100.00%,50.5,19,30.4,28.2,65.1,64.8,35.8,32.3,74.1,61.3,0,17.9,8.2,5.9,2.4,0.6,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,361,47,NDA,1194858.644,1834119.778,41.69973969,-87.56212104,51,SOUTH DEERING,10,4,"(41.69973969, -87.56212104)"
610367,Oscar DePriest Elementary School,ES,139 S Parkside Ave ,Chicago,IL,60644,(773) 534-6800,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610367.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,35,Weak,39,Average,47,Average,53,Average,51,Weak,39,Average,47,Strong,54,92.70%,20,95.60%,94.10%,66.4,62,26.8,18.4,42.9,43.2,35.8,45.9,78.2,76.9,0,9.1,4.8,9.8,0.9,2.3,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,524,36,NDA,1138681.703,1898643.037,41.87799914,-87.7662615,25,AUSTIN,29,15,"(41.87799914, -87.7662615)"
610059,Oscar F Mayer Elementary School,ES,2250 N Clifton Ave ,Chicago,IL,60614,(773) 534-5535,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610059.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,67,NDA,NDA,Weak,35,Average,46,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.00%,11.4,95.20%,100.00%,79.6,NDA,47.9,36.8,53.1,59.8,26.9,37.4,37.8,46.8,16.4,32.7,18.1,17,-0.6,0.1,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,605,33,NDA,1168219.452,1915320.55,41.92317657,-87.65732331,7,LINCOLN PARK,32,18,"(41.92317657, -87.65732331)"
610021,Pablo Casals Elementary School,ES,3501 W Potomac Ave ,Chicago,IL,60651,(773) 534-4444,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610021.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Weak,42,Weak,43,92.00%,47.1,95.90%,97.20%,45.1,32.1,23.6,14.6,46.7,39.7,24.6,25.8,45.4,67.2,8.2,18.4,9.6,5,-1.1,-0.3,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,505,34,NDA,1152770.808,1908388.615,41.90447488,-87.71427105,23,HUMBOLDT PARK,26,14,"(41.90447488, -87.71427105)"
610115,Park Manor Elementary School,ES,7037 S Rhodes Ave ,Chicago,IL,60637,(773) 535-3070,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610115.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,28,Average,42,Average,42,Average,48,Strong,69,Strong,67,Strong,55,Strong,54,94.90%,16.6,96.30%,100.00%,NDA,NDA,17.6,16,43.3,45.3,28.9,26.5,75,66.2,3.6,3.6,6.2,5.7,1.7,1.2,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,352,46,NDA,1181167.289,1858324.511,41.76648584,-87.61150917,69,GREATER GRAND CROSSING,6,3,"(41.76648584, -87.61150917)"
610116,Parkside Elementary Community Academy,ES,6938 S East End Ave ,Chicago,IL,60649,(773) 535-0940,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610116.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Weak,42,Weak,43,89.80%,90.7,94.90%,100.00%,57.3,33.6,17.3,7.8,45.2,44,19,22.6,41.7,53.3,9.5,4.8,5.6,3.5,-0.2,-0.1,Yellow,Yellow,NDA,NDA,11.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,348,46,NDA,1188940.542,1859149.081,41.76856599,-87.58299131,43,SOUTH SHORE,5,3,"(41.76856599, -87.58299131)"
609988,Patrick Henry Elementary School,ES,4250 N Saint Louis Ave ,Chicago,IL,60618,(773) 534-5060,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609988.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,45,Average,56,Average,46,Average,43,Strong,68,Average,45,Average,52,Average,49,95.10%,4.3,95.90%,100.00%,56.6,35.5,42.1,38.1,68.2,61.3,30.4,48.2,44.6,75,NDA,NDA,12.5,12.3,0.6,1,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,650,31,NDA,1152247.412,1928240.998,41.95896179,-87.71566829,16,IRVING PARK,33,17,"(41.95896179, -87.71566829)"
610003,Paul Cuffe Math-Science Technology Academy Elementary School,ES,8324 S Racine Ave ,Chicago,IL,60620,(773) 535-8250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610003.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,51,Strong,60,Average,45,Average,54,Strong,66,Very Strong,83,Average,48,Average,51,93.60%,46.9,95.40%,98.50%,72.4,72.1,44.3,44.9,63,68.8,54.2,44.3,54.8,52.4,23.1,40,20.6,15.6,-0.5,-1.1,Red,Red,28.8,21.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,512,45,NDA,1169734.759,1849470.5,41.74244489,-87.65366994,71,AUBURN GRESHAM,21,6,"(41.74244489, -87.65366994)"
609676,Paul Laurence Dunbar Career Academy High School,HS,3000 S King Dr ,Chicago,IL,60616,(773) 534-9000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609676.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,29,Average,57,Weak,31,Weak,37,Average,57,Average,49,NDA,NDA,NDA,NDA,76.90%,21.5,96.00%,98.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.8,12.7,13.9,13.8,1,14.7,0.8,6.9,61.7,51.5,1456,40,65.7,1179262.097,1885167.032,41.84018775,-87.61767315,35,DOUGLAS,2,1,"(41.84018775, -87.61767315)"
610146,Paul Revere Elementary School,ES,1010 E 72nd St ,Chicago,IL,60619,(773) 535-0618,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610146.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,36,NDA,NDA,Average,42,Average,56,NDA,NDA,NDA,NDA,Average,49,Average,47,92.40%,33.3,94.60%,89.30%,46.5,38.4,10.7,16.4,55,49.1,15.7,25.7,50.6,61.1,6.7,16.7,3.5,3.4,-2.4,-0.4,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,320,46,NDA,1184267.268,1857526.238,41.76422335,-87.60017165,69,GREATER GRAND CROSSING,5,3,"(41.76422335, -87.60017165)"
609707,Paul Robeson High School,HS,6835 S Normal Blvd ,Chicago,IL,60621,(773) 535-3800,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609707.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,29,NDA,NDA,Weak,33,Average,40,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,73.50%,26.4,94.70%,97.60%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.6,11,12.7,12.7,1.1,13.6,0.9,2.9,40.6,42.2,733,45,53.3,1174171.884,1859450.314,41.76973341,-87.63711641,68,ENGLEWOOD,6,7,"(41.76973341, -87.63711641)"
609791,Perkins Bass Elementary School,ES,1140 W 66th St ,Chicago,IL,60621,(773) 535-3275,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609791.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,28,Average,50,Average,47,Average,57,Average,52,Average,42,Average,47,Average,49,92.10%,28.9,96.40%,100.00%,61.7,42.2,15.5,15.9,45.3,31.5,23.9,18.6,53.6,38.8,7.3,11.9,5,6,-0.1,0.9,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,369,45,NDA,1169677.933,1861068.943,41.77427377,-87.65354234,68,ENGLEWOOD,17,7,"(41.77427377, -87.65354234)"
610395,Pershing West Middle School,MS,3200 S Calumet Ave ,Chicago,IL,60616,(773) 534-9240,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610395.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,46,Average,53,Weak,34,Average,55,Strong,76,Average,58,NDA,NDA,NDA,NDA,96.20%,3.7,97.60%,100.00%,NDA,NDA,52.7,45,40.6,60,43.7,54.1,48.7,52.9,15.4,28.8,17.5,21.4,-0.9,-0.5,Red,Yellow,40.7,50,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,269,40,NDA,1179082.41,1883818.012,41.83649005,-87.61837372,35,DOUGLAS,2,2,"(41.83649005, -87.61837372)"
610145,Peter A Reinberg Elementary School,ES,3425 N Major Ave ,Chicago,IL,60634,(773) 534-3465,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610145.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,60,Average,51,Weak,35,Weak,30,Strong,60,Average,54,Average,47,Weak,45,95.80%,8.2,95.70%,99.50%,70.9,46.3,50.6,39.6,51.3,66,45,39.1,56.3,49.6,19.8,25.7,24,14.7,-0.3,0.5,Yellow,Yellow,25,80.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,832,30,NDA,1137794.92,1922326.021,41.94300407,-87.76894541,15,PORTAGE PARK,38,16,"(41.94300407, -87.76894541)"
609867,Peter Cooper Elementary Dual Language Academy,ES,1624 W 19th St ,Chicago,IL,60608,(773) 534-7205,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609867.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,96.20%,5.7,96.30%,100.00%,62.7,28.7,37.1,26.1,43.5,44.6,NDA,NDA,NDA,NDA,NDA,NDA,9.6,10.7,0.5,1.3,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,709,39,NDA,1165708.517,1890841.583,41.85605839,-87.66724753,31,LOWER WEST SIDE,25,12,"(41.85605839, -87.66724753)"
610147,Philip Rogers Elementary School,ES,7345 N Washtenaw Ave ,Chicago,IL,60645,(773) 534-2125,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610147.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Very Strong,81,Strong,76,Strong,68,Strong,62,Strong,75,Strong,64,Average,53,Average,51,96.40%,3,95.10%,100.00%,77.3,50.9,49.8,47.2,60.9,61.9,73,52.7,75.1,53.6,37.3,52.5,34.3,28.3,0.7,0.7,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,735,32,NDA,1157132.164,1948795.474,42.01526618,-87.69714858,2,WEST RIDGE,50,24,"(42.01526618, -87.69714858)"
609777,Phillip D Armour Elementary School,ES,950 W 33rd Pl ,Chicago,IL,60608,(773) 535-4530,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609777.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,36,NDA,NDA,Weak,34,Very Weak,14,NDA,NDA,NDA,NDA,Average,53,Average,51,93.90%,16,95.80%,98.00%,67.7,26.5,16.5,24,37.8,43.6,29.8,24,51.5,44.9,3.8,11.5,10.1,8.7,-0.5,0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,365,40,NDA,1170302.817,1882796.194,41.8338821,-87.65061898,60,BRIDGEPORT,11,9,"(41.8338821, -87.65061898)"
610090,Phillip Murray Elementary Language Academy,ES,5335 S Kenwood Ave ,Chicago,IL,60615,(773) 535-0585,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610090.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 2,No,Strong,66,NDA,NDA,Weak,34,Weak,37,NDA,NDA,NDA,NDA,Strong,56,Average,53,95.60%,3.5,95.90%,100.00%,70.2,NDA,66.9,67.4,55.1,61.8,43.6,58,53,42,NDA,NDA,35,36,-0.4,0.1,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,533,46,NDA,1186033.436,1870041.58,41.79852501,-87.59330352,41,HYDE PARK,4,2,"(41.79852501, -87.59330352)"
609981,Phobe Apperson Hearst Elementary School,ES,4640 S Lamon Ave ,Chicago,IL,60638,(773) 535-2376,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609981.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,33,NDA,NDA,Weak,31,Weak,27,NDA,NDA,NDA,NDA,Weak,45,Weak,44,92.10%,25.5,95.80%,97.90%,52.2,48.8,14.9,10.7,29.7,40,29.5,22.2,50,47.1,7.1,10.7,4.9,6.7,-0.2,-1.6,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,364,44,NDA,1144438.111,1873241.766,41.80818821,-87.74576315,56,GARFIELD RIDGE,23,8,"(41.80818821, -87.74576315)"
610304,Phoenix Military Academy High School,HS,145 S Campbell Ave ,Chicago,IL,60612,(773) 534-7275,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610304.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,53,NDA,NDA,Average,59,Strong,78,NDA,NDA,NDA,NDA,Average,52,Average,48,92.10%,4.3,97.40%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.7,14.9,15.9,15.9,1.2,18.6,2.7,33.9,74.8,51.3,461,38,74.1,1159815.389,1899102.492,41.87885054,-87.68865058,28,NEAR WEST SIDE,2,11,"(41.87885054, -87.68865058)"
610013,Pilsen Elementary Community Academy,ES,1420 W 17th St ,Chicago,IL,60608,(773) 534-7675,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610013.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,43,Average,40,Average,49,Average,55,Very Weak,16,Weak,37,NDA,NDA,NDA,NDA,96.00%,9.4,96.70%,100.00%,58.1,36.1,23.7,19.4,46.3,46.7,35.7,33.3,50,51.2,NDA,NDA,18,12.8,-1,0.3,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,447,39,NDA,1167068.653,1891878.989,41.85887606,-87.6622254,31,LOWER WEST SIDE,25,12,"(41.85887606, -87.6622254)"
610135,Portage Park Elementary School,ES,5330 W Berteau Ave ,Chicago,IL,60641,(773) 534-3576,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610135.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,62,NDA,NDA,Average,46,Weak,32,NDA,NDA,NDA,NDA,Average,48,Average,53,94.20%,3.7,95.90%,100.00%,67.3,33.8,53.7,41.6,45.9,61.1,62.8,55.3,51.2,44.1,27.1,37.4,22.9,21.1,-0.2,0.8,Yellow,Green,22,66.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1139,30,NDA,1139920.815,1927445.996,41.9570151,-87.76100593,15,PORTAGE PARK,38,16,"(41.9570151, -87.76100593)"
610138,Pulaski International Academy Elmentary School,ES,2230 W McLean Ave ,Chicago,IL,60647,(773) 534-4391,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610138.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,68,Average,45,Average,54,Average,57,Weak,26,Weak,23,Average,47,Average,47,96.10%,1.7,96.20%,100.00%,75.2,48.5,38.3,38.5,54.5,58.3,56.7,46,71.1,56.7,33.3,44,24.2,19.4,0.5,1.2,Green,Green,37.3,53.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,864,35,NDA,1161026.753,1913565.719,41.91851374,-87.68380061,22,LOGAN SQUARE,32,14,"(41.91851374, -87.68380061)"
609842,Rachel Carson Elementary School,ES,5516 S Maplewood Ave ,Chicago,IL,60629,(773) 535-9222,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609842.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,38,Weak,36,Average,45,Average,56,Weak,26,Weak,36,Average,50,Average,51,97.60%,3.9,97.70%,100.00%,68.5,NDA,44,35,63.2,75.8,40.8,45.5,59.8,59.5,18.1,24.4,19.4,12.2,-0.4,0.2,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1222,43,NDA,1160271.679,1867913.54,41.79325514,-87.68783576,63,GAGE PARK,16,8,"(41.79325514, -87.68783576)"
609902,Ralph H Metcalfe Elementary Community Academy,ES,12339 S Normal Ave ,Chicago,IL,60628,(773) 535-5590,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609902.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,48,Average,50,94.90%,22.3,95.50%,100.00%,43.2,20.9,27.5,26.2,47.3,42.7,51.1,34.6,60.5,57.6,13.6,40.7,18.2,12.6,-0.7,-0.3,Red,Yellow,24.6,84.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,489,48,NDA,1175245.267,1822916.582,41.6694559,-87.63426928,53,WEST PULLMAN,34,5,"(41.6694559, -87.63426928)"
610141,Ravenswood Elementary School,ES,4332 N Paulina St ,Chicago,IL,60613,(773) 534-5525,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610141.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,46,NDA,NDA,Average,42,Average,41,NDA,NDA,NDA,NDA,Average,53,Weak,44,94.90%,8.1,95.70%,100.00%,78.7,NDA,46.9,45.9,62.2,74.5,39.8,51.9,67.6,59.4,4.3,34.8,18.9,13.7,-0.4,-0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,465,33,NDA,1164402.827,1928980.278,41.96074129,-87.67095905,6,LAKE VIEW,47,19,"(41.96074129, -87.67095905)"
