ID,CASE_NUMBER,DATE,BLOCK,IUCR,PRIMARY_TYPE,DESCRIPTION,LOCATION_DESCRIPTION,ARREST,DOMESTIC,BEAT,DISTRICT,WARD,COMMUNITY_AREA_NUMBER,FBICODE,X_COORDINATE,Y_COORDINATE,YEAR,UPDATEDON,LATITUDE,LONGITUDE,LOCATION
4074763,HL342355,05/08/2005 02:07:00 AM,038XX S ROCKWELL ST,2022,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,913,9,12,58,18,1159670,1878992,2005,02/10/2018 03:50:01 PM,41.82366822,-87.68973785,"(41.823668216, -87.689737854)"
9458866,HX112183,01/12/2014 09:00:00 PM,056XX S ARTESIAN AVE,2027,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,824,8,16,63,18,1160988,1867300,2014,02/04/2016 06:33:39 AM,41.79155672,-87.68522603,"(41.791556717, -87.685226026)"
2973220,HJ624999,09/12/2003 12:30:00 PM,006XX E 51ST ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,223,2,4,38,18,1181337,1871334,2003,02/28/2018 03:56:25 PM,41.80218118,-87.61048625,"(41.802181175, -87.610486247)"
3085845,HJ618818,09/13/2003 09:50:00 AM,031XX W FIFTH AVE,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,TRUE,FALSE,1124,11,28,27,18,1155247,1898955,2003,02/28/2018 03:56:25 PM,41.87853875,-87.70542885,"(41.878538751, -87.705428851)"
7185163,HR597126,10/19/2009 09:25:00 PM,059XX S CAMPBELL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,824,8,16,66,18,1160724,1865135,2009,02/28/2018 03:56:25 PM,41.78562112,-87.68625382,"(41.785621124, -87.686253817)"
5753121,HN558484,08/29/2007 11:20:00 PM,079XX S ELIZABETH ST,2022,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,612,6,21,71,18,1169373,1852008,2007,02/28/2018 03:56:25 PM,41.74941598,-87.65492213,"(41.749415975, -87.65492213)"
7097303,HR505781,08/27/2009 08:59:00 AM,008XX N HOMAN AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,ALLEY,TRUE,FALSE,1121,11,27,23,26,1153551,1905610,2009,02/28/2018 03:56:25 PM,41.89683462,-87.71147916,"(41.896834618, -87.711479159)"
5715871,HN522324,08/11/2007 11:03:28 AM,051XX S EMERALD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,934,9,3,61,18,1172176,1870863,2007,02/28/2018 03:56:25 PM,41.8010952,-87.64409708,"(41.801095201, -87.644097082)"
5844831,HN647052,10/14/2007 04:31:26 AM,062XX S DREXEL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,TRUE,FALSE,313,3,20,42,18,1183081,1863726,2007,02/28/2018 03:56:25 PM,41.78126375,-87.60432695,"(41.781263748, -87.60432695)"
8089415,HT323138,05/31/2011 01:00:00 PM,005XX E MARQUETTE RD,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,321,3,20,42,18,1180907,1861368,2011,02/10/2018 03:50:01 PM,41.77484347,-87.61236971,"(41.774843468, -87.612369706)"
9419053,HW562748,12/07/2013 11:25:00 PM,051XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1533,15,28,25,18,1142285,1899542,2013,02/10/2018 03:50:01 PM,41.88039991,-87.75300855,"(41.880399914, -87.753008553)"
5925338,HN719188,11/20/2007 08:30:00 PM,048XX S WOOD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,931,9,20,61,18,1165167,1872502,2007,02/10/2018 03:50:01 PM,41.80574416,-87.66975515,"(41.805744159, -87.669755148)"
8006283,HT237921,04/06/2011 11:00:00 PM,017XX S HAMILTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1223,12,25,31,18,1162315,1891573,2011,02/10/2018 03:50:01 PM,41.85813703,-87.679683,"(41.858137031, -87.679683)"
10025545,HY215032,04/08/2015 07:30:00 PM,039XX W LEXINGTON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1132,11,24,26,18,1150205,1896407,2015,02/10/2018 03:50:01 PM,41.87164648,-87.72400857,"(41.871646482, -87.724008569)"
3349359,HK369511,05/17/2004 10:37:00 AM,013XX W 13TH ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,TRUE,FALSE,1231,12,2,28,18,1167661,1894186,2004,02/28/2018 03:56:25 PM,41.86519397,-87.65998469,"(41.865193967, -87.659984688)"
4483436,HL703172,10/29/2005 04:45:00 PM,008XX N KEELER AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,1111,11,37,23,26,1148227,1905349,2005,02/28/2018 03:56:25 PM,41.89622263,-87.73104025,"(41.896222633, -87.731040246)"
5372669,HM762800,12/08/2006 01:25:00 PM,119XX S PARNELL AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,524,5,34,53,26,1174782,1825817,2006,02/28/2018 03:56:25 PM,41.67742542,-87.63587885,"(41.677425416, -87.635878846)"
5561014,HN370211,05/28/2007 04:05:00 PM,008XX W EASTWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2312,19,46,3,18,1169806,1931096,2007,02/10/2018 03:50:01 PM,41.96643056,-87.65103242,"(41.966430564, -87.651032417)"
6780235,HR195962,03/02/2009 09:10:00 PM,039XX W 19TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1014,10,24,29,18,1150239,1890342,2009,02/28/2018 03:56:25 PM,41.85500274,-87.72404177,"(41.855002742, -87.724041772)"
4746425,HM284854,04/11/2006 04:16:15 PM,006XX N RIDGEWAY AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1122,11,27,23,18,1151272,1904037,2006,02/28/2018 03:56:25 PM,41.89256317,-87.71989092,"(41.89256317, -87.719890923)"
4031070,HL319228,04/26/2005 02:19:00 PM,009XX N HAMLIN AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,TRUE,FALSE,1112,11,27,23,18,1150883,1905924,2005,02/28/2018 03:56:25 PM,41.89774891,-87.72127014,"(41.897748913, -87.721270135)"
7041136,HR447925,07/25/2009 11:05:00 AM,014XX N AVERS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,TRUE,FALSE,2535,25,30,23,18,1150449,1909225,2009,02/28/2018 03:56:25 PM,41.90681567,-87.72277789,"(41.906815669, -87.722777891)"
5226574,HM590293,09/09/2006 11:45:00 PM,007XX N MONTICELLO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1112,11,27,23,18,,,2006,08/17/2015 03:03:40 PM,,,
6441121,HP513177,08/14/2008 04:30:00 PM,053XX W ADDISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1634,16,38,15,18,1140135,1923418,2008,02/28/2018 03:56:25 PM,41.94595797,-87.76031752,"(41.945957969, -87.760317517)"
4044725,HL331611,05/02/2005 08:00:00 PM,009XX N LOREL AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1524,15,37,25,18,1140504,1905660,2005,02/28/2018 03:56:25 PM,41.89722132,-87.75939804,"(41.897221324, -87.759398038)"
5638846,HN448271,07/05/2007 06:15:14 PM,049XX W MAYPOLE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1532,15,28,25,18,1143579,1901014,2007,02/28/2018 03:56:25 PM,41.88441515,-87.74822021,"(41.884415152, -87.748220206)"
2159382,HH402660,05/28/2002 07:15:21 PM,012XX N LOCKWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2532,25,37,25,18,1140793,1907963,2002,02/28/2018 03:56:25 PM,41.90353572,-87.75827987,"(41.903535717, -87.758279867)"
5625404,HN422493,06/22/2007 08:44:48 PM,078XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,624,6,6,69,18,1182924,1853196,2007,02/28/2018 03:56:25 PM,41.75237205,-87.60522934,"(41.752372047, -87.605229336)"
6186267,HP263901,04/05/2008 10:30:00 PM,033XX W 38TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,913,9,12,58,18,1154727,1879205,2008,02/10/2018 03:50:01 PM,41.82435289,-87.7078664,"(41.824352892, -87.707866397)"
2403623,G577663,09/26/2001 01:56:51 PM,062XX S KEDZIE AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,823,8,15,66,18,1156090,1862921,2001,08/17/2015 03:03:40 PM,41.77964003,-87.70330384,"(41.779640028, -87.70330384)"
8300838,HT535175,10/08/2011 11:30:00 AM,037XX W WILSON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,1723,17,39,14,26,1150552,1930307,2011,02/04/2016 06:33:39 AM,41.96466441,-87.72184715,"(41.964664408, -87.721847151)"
10811959,JA110097,01/10/2017 02:23:00 AM,019XX N HAMLIN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,2535,25,26,22,26,1150735,1912671,2017,02/10/2018 03:50:01 PM,41.91626623,-87.72163701,"(41.916266226, -87.721637009)"
4750131,HM360756,05/19/2006 04:00:00 PM,071XX N PAULINA ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,2423,24,49,1,26,1163884,1947582,2006,02/10/2018 03:50:01 PM,42.011796,-87.67233871,"(42.011795997, -87.67233871)"
5448716,HN275969,04/10/2007 04:00:00 PM,035XX W GRAND AVE,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,DRUG STORE,FALSE,FALSE,1121,11,26,23,17,1152431,1907428,2007,02/28/2018 03:56:25 PM,41.90184559,-87.71554468,"(41.901845588, -87.715544681)"
10779118,HZ544441,12/08/2016 06:00:00 AM,010XX W 51ST ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,933,9,16,61,26,1170415,1871001,2016,02/10/2018 03:50:01 PM,41.80151246,-87.65055125,"(41.801512455, -87.650551251)"
4374455,HL660560,10/08/2005 04:00:00 AM,058XX S KEELER AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,TRUE,TRUE,813,8,13,62,26,1149366,1865564,2005,02/28/2018 03:56:25 PM,41.78702538,-87.72788695,"(41.787025384, -87.727886949)"
7363357,HS164946,02/13/2010 10:30:00 PM,005XX W BELMONT AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,2332,19,44,6,26,1172211,1921511,2010,02/10/2018 03:50:01 PM,41.94007614,-87.6424738,"(41.940076135, -87.642473797)"
6993831,HR399710,06/23/2009 03:00:00 PM,017XX W 18TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,1223,12,25,31,26,1164905,1891447,2009,02/28/2018 03:56:25 PM,41.85773678,-87.67017968,"(41.857736775, -87.670179675)"
6155786,HP243837,03/25/2008 08:30:00 PM,004XX W EVERGREEN AVE,4510,OTHER OFFENSE,PROBATION VIOLATION,APARTMENT,FALSE,FALSE,1821,18,27,8,26,1172934,1909278,2008,02/28/2018 03:56:25 PM,41.90649223,-87.64017999,"(41.906492227, -87.640179991)"
6054992,HP157774,02/03/2008 07:30:00 PM,047XX W BELDEN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,2522,25,31,19,26,1144244,1914869,2008,02/28/2018 03:56:25 PM,41.92242233,-87.74542953,"(41.922422328, -87.745429533)"
6252456,HP340132,05/16/2008 10:55:00 PM,048XX S LAKE PARK AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,TRUE,2132,2,4,39,26,,,2008,08/17/2015 03:03:40 PM,,,
2748713,HJ388435,05/24/2003 12:00:00 PM,015XX E 65TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,321,3,5,42,26,1187366,1862190,2003,02/28/2018 03:56:25 PM,41.77694808,-87.58866619,"(41.776948076, -87.58866619)"
10931066,JA246453,04/30/2017 08:00:00 AM,034XX W BEACH AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,FALSE,1422,14,26,23,26,1153216,1909426,2017,02/10/2018 03:50:01 PM,41.90731274,-87.71260816,"(41.907312737, -87.712608155)"
5601454,HN407116,06/15/2007 02:10:00 PM,047XX W IRVING PARK RD,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,FALSE,TRUE,1722,17,45,15,26,1143937,1926169,2007,02/28/2018 03:56:25 PM,41.95343636,-87.74627323,"(41.953436358, -87.746273229)"
10808622,JA107722,01/07/2017 08:26:00 PM,068XX W WRIGHTWOOD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,2512,25,36,18,26,1130226,1916527,2017,02/14/2017 03:49:42 PM,41.92722425,-87.79689879,"(41.927224253, -87.796898791)"
2866020,HJ532105,07/31/2003 08:30:00 PM,028XX W HENDERSON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,1733,17,33,21,26,1156775,1922046,2003,02/28/2018 03:56:25 PM,41.94187156,-87.69919149,"(41.941871562, -87.699191492)"
2412250,HH729144,10/21/2002 12:00:00 AM,062XX N SACRAMENTO AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,2413,24,50,2,26,1155218,1941267,2002,02/28/2018 03:56:25 PM,41.99464657,-87.70439555,"(41.994646565, -87.704395549)"
10015483,HY204891,03/31/2015 11:55:00 AM,011XX N PULASKI RD,4625,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,TRUE,FALSE,1112,11,27,23,26,1149510,1907365,2015,02/10/2018 03:50:01 PM,41.90172993,-87.7262756,"(41.901729932, -87.726275604)"
10488465,HZ228967,04/16/2016 09:30:00 PM,016XX N MENARD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,2531,25,29,25,26,1137505,1910283,2016,02/10/2018 03:50:01 PM,41.90996192,-87.77030168,"(41.909961924, -87.770301678)"
10197369,HY385205,08/16/2015 07:28:00 PM,013XX W 56TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,713,7,16,67,26,1168181,1867622,2015,02/10/2018 03:50:01 PM,41.79228849,-87.65884139,"(41.792288494, -87.658841391)"
3305754,HK328402,04/27/2004 04:20:00 PM,026XX E 103RD ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,VEHICLE NON-COMMERCIAL,TRUE,FALSE,431,4,10,51,26,1160319,1836243,2004,02/28/2018 03:56:25 PM,41.70634533,-87.68853255,"(41.70634533, -87.688532547)"
11018984,JA349450,07/15/2017 06:55:00 PM,020XX E 79TH ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,414,4,8,46,26,1191073,1852990,2017,02/10/2018 03:50:01 PM,41.75161364,-87.57537386,"(41.751613643, -87.575373855)"
3646946,HK743113,11/10/2004 05:00:00 PM,080XX S MARYLAND AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,TRUE,631,6,8,44,26,1183297,1851935,2004,02/28/2018 03:56:25 PM,41.74890306,-87.60390164,"(41.74890306, -87.603901641)"
6769056,HR185873,02/24/2009 11:27:00 AM,069XX S WOODLAWN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,321,3,5,69,26,1185601,1859225,2009,02/28/2018 03:56:25 PM,41.76885361,-87.59522983,"(41.76885361, -87.595229828)"
2415583,HH692211,10/04/2002 12:00:00 PM,007XX S KENNETH AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,TRUE,FALSE,1131,11,24,26,26,1146814,1896113,2002,02/28/2018 03:56:25 PM,41.87090509,-87.7364659,"(41.87090509, -87.736465901)"
11122168,JA470839,10/13/2017 05:00:00 PM,014XX E 83RD ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,FALSE,FALSE,412,4,8,45,26,1187086,1850233,2017,02/10/2018 03:50:01 PM,41.74414362,-87.59007138,"(41.744143621, -87.590071382)"
9993135,HY182950,11/01/2014 12:00:00 PM,024XX W OHIO ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,1221,12,26,24,26,1160216,1903936,2014,02/10/2018 03:50:01 PM,41.89210585,-87.68704595,"(41.892105849, -87.687045945)"
7255767,HR668156,11/30/2009 09:15:00 PM,006XX W 61ST ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,TRUE,TRUE,711,7,20,68,26,1173080,1864440,2009,02/10/2018 03:50:01 PM,41.78344986,-87.64097151,"(41.783449861, -87.640971514)"
10493762,HZ234518,04/21/2016 10:01:00 AM,031XX W 41ST PL,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,APARTMENT,FALSE,FALSE,921,9,14,58,26,1156058,1876941,2016,02/10/2018 03:50:01 PM,41.81811349,-87.70304427,"(41.818113493, -87.703044274)"
9426342,HW569852,12/11/2013 11:00:00 PM,0000X N WALLER AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,TRUE,TRUE,1513,15,29,25,26,1138158,1899781,2013,02/10/2018 03:50:01 PM,41.88113134,-87.76815693,"(41.88113134, -87.768156926)"
7511512,HS314108,05/18/2010 03:15:00 PM,027XX W ARDMORE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,2011,20,40,2,26,1157082,1938409,2010,02/10/2018 03:50:01 PM,41.98676632,-87.69761692,"(41.986766317, -87.697616923)"
2200712,HH463517,06/24/2002 09:00:00 AM,008XX N MICHIGAN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1833,18,42,8,26,1177330,1906499,2002,02/28/2018 03:56:25 PM,41.89876792,-87.62411633,"(41.898767916, -87.624116333)"
5322667,HN182437,02/17/2007 10:15:00 PM,091XX S COTTAGE GROVE AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,TRUE,633,6,8,44,08A,1183165,1844391,2007,02/28/2018 03:56:25 PM,41.72820456,-87.60461941,"(41.728204555, -87.604619408)"
9348957,HW493063,10/14/2013 08:14:00 PM,011XX N LOREL AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,FALSE,1524,15,37,25,04A,1140468,1907012,2013,02/10/2018 03:50:01 PM,41.90093203,-87.75949705,"(41.900932034, -87.759497048)"
2948095,HJ637197,08/30/2003 09:00:00 AM,011XX N KEYSTONE AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,1111,11,27,23,08A,1149178,1907288,2003,02/28/2018 03:56:25 PM,41.90152508,-87.72749709,"(41.901525076, -87.727497088)"
2492280,HH829588,12/10/2002 02:33:50 PM,050XX W NORTH AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,2533,25,37,25,04A,1142629,1910170,2002,02/28/2018 03:56:25 PM,41.909558,-87.75148075,"(41.909558, -87.75148075)"
10574810,HZ322965,06/22/2016 10:29:00 PM,025XX S DR MARTIN LUTHER KING JR DR,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,133,1,2,33,04A,1179337,1887599,2016,02/10/2018 03:50:01 PM,41.84685952,-87.61732389,"(41.846859523, -87.617323885)"
9271865,HW415978,08/20/2013 12:50:00 PM,050XX W JACKSON BLVD,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,TRUE,1533,15,28,25,04A,1143027,1898205,2013,02/10/2018 03:50:01 PM,41.87671722,-87.75031732,"(41.87671722, -87.750317319)"
3943561,HL315870,04/24/2005 10:10:00 PM,015XX W 18TH PL,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,TRUE,FALSE,1222,12,25,31,04A,1166407,1891160,2005,02/28/2018 03:56:25 PM,41.85691726,-87.66467465,"(41.856917255, -87.664674654)"
2620109,HJ222529,03/06/2003 10:00:00 PM,103XX S DOTY AVE E,553,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,OTHER,TRUE,FALSE,434,4,10,51,04A,1189757,1836996,2003,02/28/2018 03:56:25 PM,41.70775621,-87.58070877,"(41.707756212, -87.580708771)"
4921404,HM535930,08/12/2006 02:09:00 PM,0000X W 95TH ST,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,634,6,21,49,08A,1177518,1841973,2006,02/10/2018 03:50:01 PM,41.72169857,-87.62537818,"(41.721698573, -87.625378177)"
10502099,HZ242203,04/27/2016 01:35:00 PM,028XX W ARTHINGTON ST,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,TRUE,1135,11,2,27,04A,1157555,1895912,2016,02/10/2018 03:50:01 PM,41.87014181,-87.69703716,"(41.87014181, -87.697037158)"
5360488,HN213069,03/07/2007 05:30:00 PM,009XX W MARQUETTE RD,560,ASSAULT,SIMPLE,RESIDENCE,TRUE,FALSE,723,7,17,68,08A,1171038,1860403,2007,02/10/2018 03:50:01 PM,41.77241673,-87.64857603,"(41.772416732, -87.648576027)"
2109180,HH343366,04/26/2002 02:00:00 PM,038XX N BROADWAY,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2324,19,46,6,08A,1170231,1925799,2002,02/10/2018 03:50:01 PM,41.95188613,-87.64962517,"(41.951886129, -87.649625167)"
10950230,JA269772,05/18/2017 07:35:00 PM,038XX W MONROE ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,TRUE,TRUE,1122,11,28,26,04A,1150782,1899386,2017,02/10/2018 03:50:01 PM,41.87980993,-87.72181223,"(41.879809931, -87.721812233)"
2065876,HH106347,01/04/2002 01:15:06 PM,047XX S FORRESTVILLE AV,560,ASSAULT,SIMPLE,STREET,TRUE,FALSE,222,2,,,08A,1180725,1873755,2002,02/28/2018 03:56:25 PM,41.8088387,-87.61265623,"(41.808838704, -87.612656231)"
4892475,HM507529,07/28/2006 04:30:00 PM,074XX S MORGAN ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,733,7,17,68,08A,1170929,1855598,2006,02/10/2018 03:50:01 PM,41.75923359,-87.6491157,"(41.759233594, -87.649115701)"
6170783,HP258815,04/03/2008 09:40:00 AM,023XX W 95TH ST,560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,2221,22,19,72,08A,1162615,1841590,2008,02/28/2018 03:56:25 PM,41.72097091,-87.67997607,"(41.720970905, -87.679976067)"
3741570,HL111533,01/07/2005 12:30:00 PM,005XX E 51ST ST,560,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,223,2,3,38,08A,1180467,1871309,2005,02/10/2018 03:50:01 PM,41.80213261,-87.61367763,"(41.802132606, -87.613677631)"
8533129,HS479338,08/24/2010 05:33:00 PM,084XX S CHAPPEL AVE,560,ASSAULT,SIMPLE,CHA APARTMENT,FALSE,FALSE,412,4,8,45,08A,1191324,1849177,2010,02/10/2018 03:50:01 PM,41.74114436,-87.57457729,"(41.741144361, -87.574577285)"
10653179,HZ403432,08/23/2016 01:48:00 AM,008XX E 65TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,TRUE,TRUE,312,3,20,42,04A,1183153,1862099,2016,02/10/2018 03:50:01 PM,41.77679744,-87.60411357,"(41.776797435, -87.604113569)"
8789058,HV462975,09/05/2012 08:45:00 PM,057XX S ROCKWELL ST,560,ASSAULT,SIMPLE,STREET,FALSE,TRUE,824,8,16,63,08A,1160020,1866486,2012,02/10/2018 03:50:01 PM,41.78934296,-87.68879789,"(41.789342962, -87.688797892)"
9269662,HW414519,08/19/2013 02:54:00 PM,007XX E 43RD ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,221,2,4,38,08A,1181988,1876665,2013,02/10/2018 03:50:01 PM,41.81679481,-87.60793377,"(41.816794814, -87.607933765)"
4681320,HL414306,06/11/2005 06:10:00 PM,076XX S PAULINA ST,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,FALSE,FALSE,611,6,17,71,04A,1166338,1854024,2005,02/10/2018 03:50:01 PM,41.75501329,-87.66598631,"(41.755013292, -87.665986312)"
8082600,HT315369,05/26/2011 10:15:00 AM,032XX W ADAMS ST,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,1124,11,28,27,08A,1154752,1898890,2011,02/04/2016 06:33:39 AM,41.87837031,-87.70724814,"(41.878370307, -87.707248137)"
3970108,HL330223,05/02/2005 08:50:00 AM,0000X W CHICAGO AVE,560,ASSAULT,SIMPLE,OTHER,TRUE,FALSE,1832,18,42,8,08A,1175959,1905721,2005,02/10/2018 03:50:01 PM,41.89666404,-87.62917534,"(41.896664035, -87.629175344)"
3661130,HK751265,11/15/2004 12:59:16 AM,084XX S ELIZABETH ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,613,6,21,71,04A,1169464,1848751,2004,02/10/2018 03:50:01 PM,41.74047635,-87.6546828,"(41.740476349, -87.654682797)"
8306557,HT540548,10/13/2011 07:00:00 AM,007XX W 76TH ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,621,6,17,68,08A,1172760,1854473,2011,02/04/2016 06:33:39 AM,41.7561063,-87.64243828,"(41.756106295, -87.642438283)"
9748574,HX398190,08/22/2014 03:30:00 PM,111XX S VERNON AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,531,5,9,49,08A,1181228,1831035,2014,02/10/2018 03:50:01 PM,41.69159874,-87.61212473,"(41.691598742, -87.612124734)"
3313069,HK348713,05/07/2004 11:00:00 AM,078XX S SOUTH SHORE DR,560,ASSAULT,SIMPLE,OTHER,FALSE,FALSE,421,4,7,43,08A,1197870,1853997,2004,02/28/2018 03:56:25 PM,41.75420991,-87.55043302,"(41.754209909, -87.550433015)"
6793833,HR206683,03/09/2009 01:00:00 PM,049XX W WASHINGTON BLVD,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1532,15,28,25,08A,1143459,1900050,2009,02/28/2018 03:56:25 PM,41.88177206,-87.74868498,"(41.881772064, -87.748684983)"
